No,Active_Ingredient,Concentration,Drug_Name,License_Code,Form,Manufacturer,Made_In,Minimum_Unit,Quantity,Price_w_VAT,Price_Total,Bidder,Department_Hospital,Group,Year,Level,Fiscal_Year,code,Is_AB,Usage
6890,Tobramicin,"0,3% x 3,5g","Tobrex Eye Ointment 0,3% 3,5g",VN-16935-13,"H 1 tuýp, Thuốc mỡ tra mắt",Alcon Cusi S.A - Tây Ban Nha,Spain,Tube,500,49499,24749500,Hapharco,BV Bạch Mai,1,2015,national,2015-2016,C6890,TRUE,Ocular/Otic route
6903,Vancomycin,500mg,Vancomycin Normon 500mg,VN-16611-13,"H 1 lọ, bột pha DD truyền TM",Normon- Tây Ban Nha,Spain,Lọ,1e4,55500,555e6,Đại Nam,BV Bạch Mai,1,2015,national,2015-2016,C6903,TRUE,Injection
6904,Vancomycin,1g,Vancomycin Normon 1g,VN-16610-13,"H 1 lọ, bột pha DD truyền TM",Normon- Tây Ban Nha,Spain,Lọ,12e3,11e4,132e7,Đại Nam,BV Bạch Mai,1,2015,national,2015-2016,C6904,TRUE,Injection
6933,Cefuroxime,500mg,Medaxetine 500mg,VN-15976-12,H 1 vỉ x 10 viên nén,Medochemie - Ship,Cyprus,Viên,2e3,12e3,24e6,Nam Phương,BV Bạch Mai,1,2015,national,2015-2016,C6933,TRUE,Oral
6934,Ciprofloxacin,500mg,Medopiren 500mg,VN-16830-13,H 1 vỉ x 10 viên nén,Medochemie - Ship,Cyprus,Viên,5e3,4666,2333e4,Gia Minh,BV Bạch Mai,1,2015,national,2015-2016,C6934,TRUE,Oral
6935,Roxithromycin,500mg,Remeclar 500mg,VN-5163-10,H 2 vỉ x 7 viên nén,Remedica Ltd. - Ship,Cyprus,Viên,1e4,18500,185e6,Tùng Linh,BV Bạch Mai,1,2015,national,2015-2016,C6935,TRUE,Oral
6938,Cloxacillin,500mg,Cloxacillin 500mg,3760/QLD-KD,H 10 vỉ × 10 viên nang,Remedica Ltd. - Ship,Cyprus,Viên,1e4,5200,52e6,Quốc Tế,BV Bạch Mai,1,2015,national,2015-2016,C6938,TRUE,Oral
7005,Norfloxacin,400mg,Incarxol 400mg,VN-7585-09,H 2 vỉ x 7 viên nén bao phim,Laboratorios Lesvi S.L- Tây Ban Nha,Spain,Viên,2e4,6250,125e6,"ĐTPT 
Hưng Thành",BV Bạch Mai,1,2015,national,2015-2016,C7005,TRUE,Oral
7006,Ofloxacin,200mg,Menazin 200mg,"VN-10400-10
",H 10 vỉ x 10 viên nén bao phim,Medochemie - Ship,Cyprus,Viên,5e3,2250,1125e4,Đại Nam,BV Bạch Mai,1,2015,national,2015-2016,C7006,TRUE,Oral
7069,Cefazolin,1g,Cefazolin 1g,VN-14973-12,H 10 lọ bột pha DD tiêm,"JSC ""Kievmedpreparat"" - Ukraine",Ukraine,Lọ,1e4,17500,175e6,Văn Lam,BV Bạch Mai,2,2015,national,2015-2016,C7069,TRUE,Injection
7070,Cefepime,1g,Cefpas 1g,VN-18361-14,"H 1 lọ, bột pha tiêm",Samrudh- Ấn Độ,India,Lọ,1e4,38450,3845e5,Đại Nam,BV Bạch Mai,2,2015,national,2015-2016,C7070,TRUE,Injection
7075,Cefotaxime,1g,Santax 1g,VN-12828-11,H 1 lọ bột pha tiêm + 1 ống nước cất,Zeiss pharma- Ấn Độ,India,Lọ,5e3,9500,475e5,Rồng Vàng,BV Bạch Mai,2,2015,national,2015-2016,C7075,TRUE,Injection
7076,Ceftazidime,1g,Koceim 1g,VN-18426-14,"H 10 lọ, bột pha tiêm","Yoo Young Pharm. Co., Ltd - Hàn Quốc",Korea,Lọ,2e4,17e3,34e7,Hà Đông,BV Bạch Mai,2,2015,national,2015-2016,C7076,TRUE,Injection
7077,Ceftizoxime,1g,Unikyung 1g,VN-18911-15,"H 10 lọ, bột pha tiêm","Kyongbo Pharmaceutical Co., Ltd. - Hàn Quốc",Korea,Lọ,4e4,56800,2272e6,Huy Cường,BV Bạch Mai,2,2015,national,2015-2016,C7077,TRUE,Injection
7078,Ceftriaxone,1g,Nectram 1g,VN-15337-12,"H 1 lọ, bột pha tiêm",M/S Nectar Lifesciene Limited- Ấn Độ,India,Lọ,25e3,13500,3375e5,Bến Tre,BV Bạch Mai,2,2015,national,2015-2016,C7078,TRUE,Injection
7079,Cefuroxime,"1,5g","Cefurofast 1,5g",VD-19936-13,H 1 lọ bột pha tiêm + 1 ống nước cất pha tiêm,Tenamyd - Việt Nam,Vietnam,Lọ,5e3,46800,234e6,Gia Minh,BV Bạch Mai,2,2015,national,2015-2016,C7079,TRUE,Injection
7080,Ciprofloxacin,200mg/100ml,Biocip 200mg/100ml,VN-9620-10,"H 1 chai, DD tiêm truyền, tiêm truyền",Claris Lifescences Limited - Ấn Độ,India,Chai,15e3,11340,1701e5,CPC1,BV Bạch Mai,2,2015,national,2015-2016,C7080,TRUE,Injection
7103,Imipenem+Cilastatin,500mg + 500mg,Lastinem 500mg/500mg,VN-18286-14,"H 1 lọ, bột pha tiêm",Venus Remedies - Ấn Độ,India,Lọ,3e4,124e3,372e7,Alpha Pháp,BV Bạch Mai,2,2015,national,2015-2016,C7103,TRUE,Injection
7106,Levofloxacin,500mg/ 100ml,Alembic Lamiwin 500mg/100ml,VN-17812-14,"H 1 chai, DD tiêm truyền TM","Amanta Healthcare Limited
(Tên cũ: Marck Biosciences Ltd) Ấn Độ",India,Chai,1e4,38e3,38e7,Rồng Vàng,BV Bạch Mai,2,2015,national,2015-2016,C7106,TRUE,Injection
7107,Levofloxacin,750mg/150ml,Amflox 750mg/150ml,VN-16571-13,"H 1 chai, DD tiêm truyền",Amanta Healthcare Limited- Ấn Độ,India,Chai,5e3,119700,5985e5,Hoàng Hải,BV Bạch Mai,2,2015,national,2015-2016,C7107,TRUE,Injection
7108,Meropenem,1g,Romapen 1g,VN-11450-10,"H 1 lọ, bột pha tiêm",Zeiss pharma- Ấn Độ,India,Lọ,2e4,19e4,38e8,Rồng Vàng,BV Bạch Mai,2,2015,national,2015-2016,C7108,TRUE,Injection
7109,Meropenem,500mg,Ropenem 500mg,VN-16892-13,"H 1 lọ, bột pha tiêm",Ranbaxy Laboratories - Ấn Độ,India,Lọ,3e3,137e3,411e6,Hoàng Đức,BV Bạch Mai,2,2015,national,2015-2016,C7109,TRUE,Injection
7136,Teicoplanin,200mg/3ml,Tilatep 200mg/3ml,VN-10581-10,"H 1 lọ bột pha tiêm IV, IM + 1 ống nước cất 3ml","Standard Chem. 
& Pharm. Co,.Ltd
Đài Loan",Taiwan,Lọ,1e3,284600,2846e5,Codupha,BV Bạch Mai,2,2015,national,2015-2016,C7136,TRUE,Injection
7137,Tinidazole,500mg/ 100ml,Sindazol Intravenous 500mg100ml,VN-5674-10,"Thùng 20 lọ, DD tiêm truyền","Taiwan Biotech Co., Ltd. - Đài Loan",Taiwan,Lọ,15e4,44400,666e7,"ĐTPT 
Hưng Thành",BV Bạch Mai,2,2015,national,2015-2016,C7137,TRUE,Injection
7140,Vancomycin,1g,Vancomycin Normon 1g,VN-16610-13,"H 1 lọ, bột pha DD truyền TM",Normon- Tây Ban Nha,Spain,Lọ,2e3,11e4,22e7,Đại Nam,BV Bạch Mai,2,2015,national,2015-2016,C7140,TRUE,Injection
7141,Vancomycin,500mg,Vancomycin Normon 500mg,VN-16611-13,"H 1 lọ, bột pha DD truyền TM",Normon- Tây Ban Nha,Spain,Lọ,13e3,55500,7215e5,Đại Nam,BV Bạch Mai,2,2015,national,2015-2016,C7141,TRUE,Injection
7147,Roxithromycin,500mg,Clarithromycin Stada 500mg,VD-11962-10,H 4 vỉ x 7 viên nén bao phim,Liên doanh Stada - Việt Nam,Vietnam,Viên,25e4,4950,12375e5,Gia Linh,BV Bạch Mai,2,2015,national,2015-2016,C7147,TRUE,Oral
7179,Trimethoprim+Sulfamethoxazol,160mg +800mg,CotrimStada Forte 160mg/800mg,VD-10724-10,"H 10 vỉ x 10 viên nén, uống",Liên doanh Stada - Việt Nam,Vietnam,Viên,3e5,600,18e7,Gia Linh,BV Bạch Mai,2,2015,national,2015-2016,C7179,TRUE,Oral
7180,Trimethoprim+Sulfamethoxazol,"80mg + 
400mg",Cotrimstada 80mg/400mg,VD-10723-10,"H 10 vỉ x 10 viên nén, uống",LD Stada - Việt Nam,Vietnam,Viên,5e5,330,165e6,Gia Linh,BV Bạch Mai,2,2015,national,2015-2016,C7180,TRUE,Oral
7200,Amikacin,250mg,Midakacin 250mg,VD-15824-11,"H 10 lọ, bột pha tiêm",Pharbaco - Việt Nam,Vietnam,Lọ,4e4,1e4,4e8,Pharbaco,BV Bạch Mai,3,2015,national,2015-2016,C7200,TRUE,Injection
7201,Amikacin,500mg/2ml,Itamekacin 500mg,VD-18570-13,"H 5 ống, DD tiêm",Medlac Pharma Italy - Việt Nam,Vietnam,Ống,1e4,9260,926e5,Sapharco,BV Bạch Mai,3,2015,national,2015-2016,C7201,TRUE,Injection
7203,Ampicillin,1g,Ampicilin VCP 1g,VD-14895-11,"H 50 lọ, bột pha tiêm","VCP-
Việt Nam",Vietnam,Lọ,45e3,3400,153e6,VCP,BV Bạch Mai,3,2015,national,2015-2016,C7203,TRUE,Injection
7213,Cefamandole,1g,Cefalemid 1g,VD-14333-11,"H 1 lọ, bột pha tiêm",Minh Dân - Việt Nam,Vietnam,Lọ,5e3,20370,10185e4,Minh Dân,BV Bạch Mai,3,2015,national,2015-2016,C7213,TRUE,Injection
7214,Cefazolin,1g,Vicizolin 1g,VD-16615-12,"H 10 lọ, bột pha tiêm","VCP-
Việt Nam",Vietnam,Lọ,2e4,7e3,14e7,VCP,BV Bạch Mai,3,2015,national,2015-2016,C7214,TRUE,Injection
7215,Cefoperazon,1g,Bifopezon 1g,VD-12204-10,"H 10 lọ, bột pha tiêm",Bidiphar- Việt Nam,Vietnam,Lọ,1e4,12390,1239e5,Bình Định,BV Bạch Mai,3,2015,national,2015-2016,C7215,TRUE,Injection
7216,Cefotaxime,1g,Cefotaxone 1g,VD-9335-09,"H 10 lọ, bột pha tiêm",Bidiphar- Việt Nam,Vietnam,Lọ,1e4,6657,6657e4,Bình Định,BV Bạch Mai,3,2015,national,2015-2016,C7216,TRUE,Injection
7217,Cefpirom,2g,Laxazero 2g,VD-18866-13,"H 1 lọ, 10 lọ, bột pha tiêm",Phil Inter Pharma - Việt Nam,Vietnam,Lọ,4e4,208439,833756e4,"TMDP
Vạn Xuân",BV Bạch Mai,3,2015,national,2015-2016,C7217,TRUE,Injection
7218,Ceftazidime,1g,Viducefdin 1g,VD-18243-13,H 1 lọ bột pha tiêm + 1 ống nước cất pha tiêm,Am Vi - Việt Nam,Vietnam,Lọ,5e4,12180,609e6,Yteco,BV Bạch Mai,3,2015,national,2015-2016,C7218,TRUE,Injection
7219,Ceftazidime,2g,Erovan 2g,VD-17421-12,"H 1 lọ, bột pha tiêm",Euvipharm-Việt Nam,Vietnam,Lọ,5e3,20500,1025e5,Đại Nam,BV Bạch Mai,3,2015,national,2015-2016,C7219,TRUE,Injection
7220,Cefuroxime,"1,5g","Cefuroxime 1,5g",VD-14336-11,"H 1 lọ, bột pha tiêm",Minh Dân - Việt Nam,Vietnam,Lọ,1e4,16380,1638e5,Minh Dân,BV Bạch Mai,3,2015,national,2015-2016,C7220,TRUE,Injection
7221,Cefuroxime,750mg,Cefuroxime 750mg,VD-12302-10,"H 1 lọ, bột pha tiêm",Minh Dân - Việt Nam,Vietnam,Lọ,1e4,9639,9639e4,Minh Dân,BV Bạch Mai,3,2015,national,2015-2016,C7221,TRUE,Injection
7224,Clindamycin,300mg/2ml,Clindacine 300mg/2ml,VD-18003-12,"H 5 ống, DD tiêm",Vinphaco- Việt Nam,Vietnam,Ống,8e3,18900,1512e5,Vĩnh Phúc,BV Bạch Mai,3,2015,national,2015-2016,C7224,TRUE,Injection
7225,Clindamycin,600mg,Clyodas 600mg,VD-12211-10,H 1 lọ bột pha tiêm + 1 ống dung môi,Bidiphar- Việt Nam,Vietnam,Lọ,5e3,30492,15246e4,Bình Định,BV Bạch Mai,3,2015,national,2015-2016,C7225,TRUE,Injection
7226,Chloramphenicol,1g,Chloramphenicol 1g,VD-23140-15,"H 10 lọ, bột pha tiêm",Bidiphar - Việt Nam,Vietnam,Lọ,1e4,9e3,9e7,Bình Định,BV Bạch Mai,3,2015,national,2015-2016,C7226,TRUE,Injection
7227,Cloxacillin,500mg,Cloxacillin 500mg,VD-16215-12,"H 1 lọ bột + 1 ống DM 5ml, tiêm",Bidiphar - Việt Nam,Vietnam,Lọ,5e3,9100,455e5,Bình Định,BV Bạch Mai,3,2015,national,2015-2016,C7227,TRUE,Injection
7231,Doripenem,500mg,Dionem 500mg,VD-19862-13,"H 1 lọ, bột pha tiêm",Euvipharm-Việt Nam,Vietnam,Lọ,1e4,62e4,62e8,"ĐTPT 
Hưng Thành",BV Bạch Mai,3,2015,national,2015-2016,C7231,TRUE,Injection
7243,Gentamicin,40mg/1ml,Gentamycin Kabi 40mg/1ml,VD-22590-15,"H 10 ống DD tiêm TM, TB",Fresenius Kabi Bidiphar- Việt Nam,Vietnam,Ống,1e4,945,945e4,Hapharco,BV Bạch Mai,3,2015,national,2015-2016,C7243,TRUE,Injection
7244,Gentamicin,"0,3% 5ml","Gentamicin 0,3% 5ml",VD-12213-10,"H 1 lọ, DD nhỏ mắt",Bidiphar- Việt Nam,Vietnam,Lọ,1e3,2163,2163e3,Bình Định,BV Bạch Mai,3,2015,national,2015-2016,C7244,TRUE,Ocular/Otic route
7245,Gentamicin,80mg/2ml,Gentamicin Kabi 80mg/2ml,VD-20944-14,"H 50 ống, tiêm TM, tiêm bắp",Fresenius Kabi Bidiphar- Việt Nam,Vietnam,Ống,1e4,966,966e4,Hapharco,BV Bạch Mai,3,2015,national,2015-2016,C7245,TRUE,Injection
7263,Imipenem+Cilastatin,"500mg, 500mg",Cepemid 500mg/500mg,VD-13449-10,"H 01 lọ, bột pha tiêm",Minh Dân - Việt Nam,Vietnam,Lọ,1e4,66360,6636e5,Minh Dân,BV Bạch Mai,3,2015,national,2015-2016,C7263,TRUE,Injection
7272,Metronidazole,500mg/100ml,MetronidazolKabi 500mg/100ml,VD-12493-10,H 1 chai DD tiiêm truyền TM,Fresenius Kabi Bidiphar- Việt Nam,Vietnam,Chai,5e4,9135,45675e4,Hapharco,BV Bạch Mai,3,2015,national,2015-2016,C7272,TRUE,Injection
7289,Oxacillin,1g,Oxacillin 1g,VD-16216-12,H 1 lọ thuốc bột pha tiêm + 1 ống DM,Bidiphar- Việt Nam,Vietnam,Lọ,2e4,15792,31584e4,Bình Định,BV Bạch Mai,3,2015,national,2015-2016,C7289,TRUE,Injection
7309,Vancomycin,500mg,Vagonxin 500mg,VD-22227-15,"H 10 lọ, bột pha tiêm",Pharbaco - Việt Nam,Vietnam,Lọ,24e3,32e3,768e6,Pharbaco,BV Bạch Mai,3,2015,national,2015-2016,C7309,TRUE,Injection
7335,Amoxicillin,500mg,Amoxicilin 500mg,VD-17932-12,"H 10 vỉ x 10 viên, viên nang cứng",Minh Dân - Việt Nam,Vietnam,Viên,5e5,508,254e6,Minh Dân,BV Bạch Mai,3,2015,national,2015-2016,C7335,TRUE,Oral
7341,Roxithromycin,250mg,Azithromycin 250mg,VD-12202-10,H 1 vỉ x 6 viên nang,Bidiphar- Việt Nam,Vietnam,Viên,3e3,1806,5418e3,Bình Định,BV Bạch Mai,3,2015,national,2015-2016,C7341,TRUE,Oral
7342,Roxithromycin,500mg,Agitro 500mg,VD-7901-09,H 1 vỉ x 3 viên nén dài bao phim,Agimexpharm - Việt Nam,Vietnam,Viên,2e3,3200,64e5,Sao Việt,BV Bạch Mai,3,2015,national,2015-2016,C7342,TRUE,Oral
7346,Cephalecin,500mg,Cephalexin 500mg,"VD-10140-10
",H 10 vỉ x 10 viên nang,Cửu Long-Việt Nam,Vietnam,Viên,1e4,715,715e4,Cửu Long,BV Bạch Mai,3,2015,national,2015-2016,C7346,TRUE,Oral
7347,Cefixime,200mg,Cefimbrano 200mg,VD-22232-15,H 1 vỉ x 10 viên nén bao phim,Vidiphar - Việt Nam,Vietnam,Viên,5e3,1383.9,6919500,Vidipha,BV Bạch Mai,3,2015,national,2015-2016,C7347,TRUE,Oral
7348,Cefuroxime,500mg,Furacin 500mg,VD-13359-10,H 4 vỉ x 5 viên nén,Cửu Long-Việt Nam,Vietnam,Viên,2e3,2620,524e4,Cửu Long,BV Bạch Mai,3,2015,national,2015-2016,C7348,TRUE,Oral
7353,Ciprofloxacin,500mg,Ciprofloxacin 500mg,VD-16382-12,H 10 vỉ x 10 viên nén bao phim,Khánh Hòa- Việt Nam,Vietnam,Viên,1e4,493,493e4,Khánh Hòa,BV Bạch Mai,3,2015,national,2015-2016,C7353,TRUE,Oral
7354,Roxithromycin,250mg,Cetecocenclar 250mg,VD-15593-11,H 5 vỉ x 10 viên,CETECO US- Việt Nam,Vietnam,Viên,2e3,1380,276e4,TW3,BV Bạch Mai,3,2015,national,2015-2016,C7354,TRUE,Oral
7362,Doxycycline,100mg,Doxycyclin 100mg,VD-16864-12,H 10 vỉ x 10 viên nang,Cửu Long-Việt Nam,Vietnam,Viên,3e4,271,813e4,Cửu Long,BV Bạch Mai,3,2015,national,2015-2016,C7362,TRUE,Oral
7398,Levofloxacin,500mg,Ceteco Leflox 500mg,VD-17197-12,H 5 vỉ x 10 viên,CETECO US- Việt Nam,Vietnam,Viên,12e3,800,96e5,TW3,BV Bạch Mai,3,2015,national,2015-2016,C7398,TRUE,Oral
7400,Linezolid,600mg,Forlen 600mg,VD-19658-13,H 2 vỉ x 10 viên nén bao phim,Đạt Vi Phú - Việt Nam,Vietnam,Viên,15e3,28e3,42e7,Đầu tư và PT,BV Bạch Mai,3,2015,national,2015-2016,C7400,TRUE,Oral
7415,Metronidazole,250mg,Metronidazol 250mg,VD-22945-15,H 10 vỉ x 10 viên nén,Minh Dân - Việt Nam,Vietnam,Viên,8e4,120,96e5,Minh Dân,BV Bạch Mai,3,2015,national,2015-2016,C7415,TRUE,Oral
7417,Ofloxacin,200mg,Ofloxacin 200mg,VD15909-11,H 10 vỉ x 10 viên nén bao phim,Khánh Hòa- Việt Nam,Vietnam,Viên,1e4,345,345e4,Khánh Hòa,BV Bạch Mai,3,2015,national,2015-2016,C7417,TRUE,Oral
7428,Pefloxacin,400mg,Pefloxacin 400mg,VD-16684-12,H 2 vỉ x 10 viên nén bao phim,DOMESCO-Việt Nam,Vietnam,Viên,1e4,1560,156e5,Domesco,BV Bạch Mai,3,2015,national,2015-2016,C7428,TRUE,Oral
7459,Tinidazole,500mg,Tinidazol 500mg,VD-22177-15,H 10 vỉ x 10 viên nén,Khánh Hòa- Việt Nam,Vietnam,Viên,1e3,398,398e3,Khánh Hòa,BV Bạch Mai,3,2015,national,2015-2016,C7459,TRUE,Oral
7479,Cefuroxime,250mg,Haginat 250mg,"VD-7872-09
",H 5 vỉ x 10 viên nén bao phim,CTCP Dược Hậu Giang - Việt Nam,Vietnam,Viên,1e4,2309,2309e4,Hậu Giang,BV Bạch Mai,4,2015,national,2015-2016,C7479,TRUE,Oral
7480,Roxithromycin,500mg,Clarithromycin 500mg,VD-22171-15,H 10 vỉ x 10 viên nén bao phim,Khánh Hòa- Việt Nam,Vietnam,Viên,1e4,2374,2374e4,Khánh Hòa,BV Bạch Mai,4,2015,national,2015-2016,C7480,TRUE,Oral
7503,Amikacin,500mg/2ml,Itamekacin 500mg,VD-18570-13,"H 5 ống, DD tiêm",Medlac Pharma Italy - Việt Nam,Vietnam,Ống,2e4,9260,1852e5,Sapharco,BV Bạch Mai,5,2015,national,2015-2016,C7503,TRUE,Injection
7509,Cefepime,1g,Muscef 1g,"VD-16486-
12","H 10 lọ, bột pha tiêm",Glomed-Việt Nam,Vietnam,Lọ,1e4,19e3,19e7,Glomed,BV Bạch Mai,5,2015,national,2015-2016,C7509,TRUE,Injection
7512,Ceftriaxone,1g,Faldixon 1g,VN-10925-10,"H 10 lọ, bột pha tiêm","Shijiazhuang Pharma Group Zhongnuo Pharmaceutical (Shijiazhuang) Co., Ltd - T/Quốc",China,Lọ,4e4,8300,332e6,"Hiệp 
Thuận Thành",BV Bạch Mai,5,2015,national,2015-2016,C7512,TRUE,Injection
7513,Ciprofloxacin,400mg/200ml,Basmicin 400mg/200ml,VD-18768-13,"H 1 chai, DD tiêm truyền TM",Pharbaco - Việt Nam,Vietnam,Chai,3e3,94e3,282e6,"TMDP
Vạn Xuân",BV Bạch Mai,5,2015,national,2015-2016,C7513,TRUE,Injection
7515,Clindamycin,600mg/4ml,Clindacine 600mg,VD-18004-12,"H 5 ống, DD tiêm",Vinphaco- Việt Nam,Vietnam,Ống,5e3,34650,17325e4,Vĩnh Phúc,BV Bạch Mai,5,2015,national,2015-2016,C7515,TRUE,Injection
7555,Meropenem,1g,Lykapiper 1g,VN-10726-10,H 1 lọ bột pha tiêm,Lyka Labs Ltd- Ấn Độ,India,Lọ,5e3,9e4,45e7,Duy Anh,BV Bạch Mai,5,2015,national,2015-2016,C7555,TRUE,Injection
7556,Meropenem,500mg,Bironem 500mg,VD-23139-15,"H 10 lọ, bột pha tiêm",Bidiphar- Việt Nam,Vietnam,Lọ,5e3,66990,33495e4,Bình Định,BV Bạch Mai,5,2015,national,2015-2016,C7556,TRUE,Injection
7558,Metronidazole,500mg/100ml,Metronidazole 500mg/100ml,VN-11214-10,"H 1 chai, DD tiêm truyền TM",Nirma - Ấn Độ,India,Chai,4e4,7250,29e7,Đại Nam,BV Bạch Mai,5,2015,national,2015-2016,C7558,TRUE,Injection
7559,Moxifloxacin,"0,5% 5ml","Optimox 0,5% 5ml",VN-19000-15,"H 1 lọ 5 ml DD, nhỏ mắt, nhỏ tai",Aristopharma Ltd - Bangladesh,Bangladesh,Lọ,100,42500,425e4,Trường Sơn,BV Bạch Mai,5,2015,national,2015-2016,C7559,TRUE,Ocular/Otic route
7560,Moxifloxacin,400mg/100ml,Moxiwish 400mg/100ml,VN-18518-14,"H 1 chai, DD truyền TM",Marck Biosciences Limited - Ấn Độ,India,Chai,3e3,148e3,444e6,Huy Cường,BV Bạch Mai,5,2015,national,2015-2016,C7560,TRUE,Injection
7565,Netilmicin,300mg/3ml,Netlisan 300mg/3ml,VN-19131-15,H 1 ống DD tiêm,Sanjivani Paranteral Ltd- Ấn Độ,India,Ống,3e4,105e3,315e7,Duy Anh,BV Bạch Mai,5,2015,national,2015-2016,C7565,TRUE,Injection
7594,Teicoplanin,400mg,Lycoplan 400mg,VN-12160-11,"H 1 lọ bột đông khô, tiêm",Lyka Labs Ltd- Ấn Độ,India,Lọ,1e3,349440,34944e4,Quốc Kỳ,BV Bạch Mai,5,2015,national,2015-2016,C7594,TRUE,Injection
7595,Tinidazole,400mg/100ml,Misulone 400mg/100ml,11957/QLD-KD,Chai DD tiêm truyền,"Sichuan Kelun Pharmaceutical Co, Ltd- Trung Quốc",China,Chai,1e4,15500,155e6,Codupha,BV Bạch Mai,5,2015,national,2015-2016,C7595,TRUE,Injection
7598,Vancomycin,1g,Vagonxin 1g,VD-22228-15,"H 10 lọ, bột pha tiêm",Pharbaco - Việt Nam,Vietnam,Lọ,2e3,75e3,15e7,Pharbaco,BV Bạch Mai,5,2015,national,2015-2016,C7598,TRUE,Injection
7611,Norfloxacin,400mg,Norfloxacin 400mg,VD-12872-10,H 10 vỉ x 10 viên nén bao phim,Khánh Hòa- Việt Nam,Vietnam,Viên,1e4,598,598e4,Khánh Hòa,BV Bạch Mai,5,2015,national,2015-2016,C7611,TRUE,Oral
7651,Moxifloxacin,400mg/250ml,Avelox 400mg/250ml,VN-18602-15,H 1 chai dịch truyền,Bayer Pharma AG - Đức,Germany,Chai,6e4,367500,2205e7,DLTW2,BV Bạch Mai,BDG,2015,national,2015-2016,C7651,TRUE,Injection
7662,Cefaclor,125mg/5ml 60ml,Ceclor Sus 125mg/5ml 60ml,VN-15935-12,H 1 chai bột pha hỗn dịch uống,Facta Farmaceutici SPA - Italia,Italy,Lọ,1e3,97100,971e5,DLTW2,BV Bạch Mai,BDG,2015,national,2015-2016,C7662,TRUE,Oral
7667,Cefotaxime,1g,Claforan 1g,GC-0204-12,H 1 lọ bột pha tiêm,"Patheon UK LTD - Anh, đóng gói cấp 2 tại Việt Nam",Vietnam,Lọ,2e4,69e3,138e7,Sapharco,BV Bạch Mai,BDG,2015,national,2015-2016,C7667,TRUE,Injection
7671,Levofloxacin,5mg/ml 5ml,Cravit 5mg/ml 5ml,VN-19340-15,H 1 lọ dd nhỏ mắt,Santen Pharmaceutical Co. Ltd. - Nhật,Japan,Lọ,500,81482,40741e3,Vimedimex Bình Dương,BV Bạch Mai,BDG,2015,national,2015-2016,C7671,TRUE,Ocular/Otic route
7672,Levofloxacin,750mg/150ml,Cravit 750mg/150ml,VN-9170-09,H 1 lọ dd tiêm truyền,Olic (Thailand) Ltd. - Thái Lan,Thailand,Lọ,15e3,325e3,4875e6,DLTW2,BV Bạch Mai,BDG,2015,national,2015-2016,C7672,TRUE,Injection
7684,Doripenem,500mg,Doribax 500mg,VN-13741-11,H 10 lọ bột pha dd tiêm truyền,"Shionogi & Co., Ltd. (đóng gói tại Janssen pharmaceutical N.V) - Nhật (đóng gói tại Bỉ)",Japan,Lọ,1e4,664800,6648e6,Vimedimex Bình Dương,BV Bạch Mai,BDG,2015,national,2015-2016,C7684,TRUE,Injection
7705,Ceftazidime,1g,Fortum 1g,VN-10705-10,H 1 lọ bột pha tiêm,GlaxoSmithKline Manufacturing SpA- Italia,Italy,Lọ,15e4,75600,1134e7,DLTW2,BV Bạch Mai,BDG,2015,national,2015-2016,C7705,TRUE,Injection
7718,Roxithromycin,125mg 60ml,Klacid 125mg 60ml,VN-16101-13,H 1 lọ bột pha hỗn dịch uống,PT. Abbott Indonesia - Indonesia,Indonesia,Lọ,2e3,103140,20628e4,Vimedimex Bình Dương,BV Bạch Mai,BDG,2015,national,2015-2016,C7718,TRUE,Oral
7757,Ofloxacin,3mg/ml 5ml,Oflovid 3mg/ml 5ml,VN-19341-15,H 1 lọ dd nhỏ mắt,Santen Pharmaceutical Co. Ltd. - Nhật,Japan,Lọ,500,55872,27936e3,Vimedimex Bình Dương,BV Bạch Mai,BDG,2015,national,2015-2016,C7757,TRUE,Ocular/Otic route
7758,Ofloxacin,"0,3% 3,5g","Oflovid ophthalmic ointment 0,3% 3,5g",VN-18723-15,H 1 tuýp thuốc mỡ tra mắt,Santen Pharmaceutical Co. Ltd. - Nhật,Japan,Tube,500,70306,35153e3,Vimedimex Bình Dương,BV Bạch Mai,BDG,2015,national,2015-2016,C7758,TRUE,Ocular/Otic route
7778,Ceftriaxone,1g,Rocephin 1g,VN-17036-13,H 1 lọ bột pha tiêm kèm dung môi,F.Hoffmann-La Roche Ltd - Thụy Sĩ,Switzerland,Lọ,2e5,181440,36288e6,Vimedimex Bình Dương,BV Bạch Mai,BDG,2015,national,2015-2016,C7778,TRUE,Injection
7797,Teicoplanin,400mg,Targocid 400mg,VN-10554-10,H 1 lọ bột pha tiêm kèm dung môi,Gruppo Lepetit S.R.L. - Italy,Italy,Lọ,3500,43e4,1505e6,DLTW2,BV Bạch Mai,BDG,2015,national,2015-2016,C7797,TRUE,Injection
7799,Levofloxacin,500mg/100ml,Tavanic 500 mg/100ml,VN-11312-10,H 1 lọ dd tiêm truyền,Sanofi - Aventis Deutschland GmbH - Đức,Germany,Lọ,4e4,179e3,716e7,DLTW2,BV Bạch Mai,BDG,2015,national,2015-2016,C7799,TRUE,Injection
